date,speed
2016-11-24,35.47269553754515
2016-12-31,46.63358070500864
2017-01-09,67.133580705009
2017-01-10,73.96691403834245
2017-01-11,68.60487257103789
2017-01-12,57.18764769065515
2017-01-29,49.57616443706666
2017-01-30,48.19737655827877
2017-02-01,48.89068113633836
2017-02-02,49.41065956988305
2017-02-03,45.59286501819559
2017-03-01,40.2095995137866
2017-03-02,37.167123024758425
2017-03-11,29.89376879278341
2017-03-12,22.510539952658075
2017-03-14,20.680602648582873
2017-03-15,17.23383554048574
2017-03-16,17.96233522517826
2017-03-27,18.508709988697653
2017-03-28,16.452186656620142
2017-03-29,16.806967990958135
2017-04-09,13.709510066652909
2017-04-10,10.93204150347006
2017-04-12,17.647502233216503
2017-04-16,30.82164502164498
2017-04-17,30.946212121212092
2017-04-26,36.677272727272694
2017-04-27,41.22272727272724
2017-05-01,44.327005347593555
2017-05-06,44.38336304218655
2017-05-07,40.792085561497316
2017-05-08,43.308313077297036
2017-05-10,52.48620320855614
2017-05-11,48.48478366553232
2017-05-29,40.15889992360576
2017-06-03,39.119938884644725
2017-06-04,37.86631016042777
2017-06-08,35.04099821746875
2017-06-09,34.295900178253056
2017-06-10,54.21746880570404
2017-06-11,112.04354469060347
2017-06-12,115.16310160427804
2017-06-13,113.70053475935826
2017-06-14,115.29714795008911
2017-06-15,116.60346783341434
2017-06-16,110.69206773618538
2017-06-17,119.22857534622241
2017-06-18,126.54558186911129
2017-06-19,121.15365418894832
2017-06-20,120.48780080213905
2017-06-21,119.90028310789558
2017-06-22,113.23915626856804
2017-06-23,111.34937611408202
2017-06-25,111.06524064171124
2017-06-26,107.12562600797897
2017-07-06,114.40829346092508
2017-07-07,108.68787878787882
2017-07-08,116.83333333333337
2017-07-09,117.74583333333337
2017-07-11,101.58771929824566
2017-07-12,102.9166666666667
2017-07-13,116.22192982456146
2017-07-14,112.07105263157901
2017-07-22,107.90138888888896
2017-07-23,101.4569444444445
2017-07-25,93.51250000000006
2017-07-31,95.22678571428577
2017-08-02,91.66355311355316
2017-08-03,87.87125850340142
2017-08-04,94.4512698412699
2017-08-05,105.00047619047625
2017-08-06,107.57190476190482
2017-08-13,65.77047619047627
2017-08-14,60.691774891774976
2017-08-19,62.09841269841278
2017-08-21,73.30158730158739
2017-08-22,83.09920634920643
2017-08-23,82.05860805860813
2017-08-24,82.0256410256411
2017-08-26,104.30272108843543
2017-08-27,98.00952380952387
2017-08-30,97.98285714285721
2017-09-03,95.70769230769238
2017-09-04,82.11794871794879
2017-09-05,80.33352326685667
2017-09-09,79.479264298312
2017-09-11,78.73890652557328
2017-09-12,76.53208700764266
2017-09-20,69.20314746981423
2017-09-23,66.08792688792698
2017-09-24,61.78636096413883
2017-10-01,30.359118165784924
2017-10-02,28.096392496392586
2017-10-08,48.6384479717814
2017-10-09,41.649029982363416
2017-10-10,40.79467692801036
2017-10-20,45.58953623536968
2017-10-21,44.663459996793435
2017-11-02,69.40744749078094
2017-11-03,65.41626010673642
2017-11-05,62.422869568703014
2017-11-06,56.09467692801037
2017-11-13,62.46820815868447
2017-11-14,76.34332411415755
2017-11-15,68.46841430174774
2017-11-22,97.19235008818353
2017-11-23,87.00088183421528
2017-11-24,78.84770723104069
2017-11-25,71.67973384640062
