Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Date Started,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
601238,"The Colour of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,552124753,9.78055E+12,0,3.98,Corgi,Mass Market Paperback,285,1985,1983,,2/27/2015,,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",,571225365,9.78057E+12,0,3.72,Faber and Faber,Paperback,206,2005,1986,,2/27/2015,,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
24790751,খেলায় সেরা বিশ্বসেরা,Zahid Hossain Khan,"Khan, Zahid Hossain",,,9.78985E+12,0,4.33,অন্বেষা প্রকাশন,Hardcover,140,2015,2015,,2/2/2015,,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
7165300,"The Black Prism (Lightbringer, #1)",Brent Weeks,"Weeks, Brent",,316075558,9.78032E+12,0,4.24,Orbit,Hardcover,629,2010,2010,,1/23/2015,,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,375826696,9.78038E+12,0,3.86,Alfred A. Knopf Books for Young Readers,Paperback,503,2005,2002,,1/23/2015,,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,1481426303,9.78148E+12,0,4.48,Margaret K. McElderry,Hardcover,725,2014,2014,,1/21/2015,,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,804139024,9.7808E+12,0,4.4,Crown,Hardcover,369,2014,2012,,1/21/2015,,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
16054217,"The Book of Life (All Souls Trilogy, #3)",Deborah Harkness,"Harkness, Deborah",,670025593,9.78067E+12,0,4.16,Viking Adult,Hardcover,561,2014,2014,,1/21/2015,,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,"King, Stephen",,1476754454,9.78148E+12,0,3.92,Scribner,Hardcover,436,2014,2014,,1/21/2015,,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,,9.78067E+12,0,4.14,Gallery Books,Paperback,288,1998,1936,,1/8/2015,,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
23004667,Schindler's Ark,Thomas Keneally,"Keneally, Thomas",,1444706985,,0,4.34,Coronet,Paperback,432,1996,1982,,1/3/2015,,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
83346,"Through the Looking-Glass, and What Alice Found There",Lewis Carroll,"Carroll, Lewis","John Tenniel, Peter Glassman",688120490,9.78069E+12,0,4.06,Books of Wonder,Hardcover,228,1993,1871,,1/3/2015,,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,525467564,9.78053E+12,0,4.34,Dutton Juvenile,Hardcover,145,2001,1926,,1/3/2015,,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
5797,Vanity Fair,William Makepeace Thackeray,"Thackeray, William Makepeace",John Carey,141439831,9.78014E+12,0,3.77,Penguin Books,Paperback,867,2003,1847,,1/3/2015,,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,,9.78194E+12,0,3.95,Zola Books,ebook,500,2013,2003,,1/3/2015,,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,446675539,9.78045E+12,0,4.28,Grand Central Publishing,Paperback,1037,1999,1936,,1/3/2015,,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,,,0,3.88,Penguin,Paperback,331,1995,1955,,1/3/2015,,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,66238501,9.78007E+12,0,4.24,HarperCollins,Paperback,767,2002,1956,,1/3/2015,,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
24178,Charlotte's Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells",64410935,9.78006E+12,0,4.15,HarperCollinsPublishers,Paperback,184,2001,1952,,1/3/2015,,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
24100,The Golden Notebook,Doris Lessing,"Lessing, Doris",,006093140X,9.78006E+12,0,3.75,Harper Perennial Modern Classics,Paperback,640,1999,1962,,1/3/2015,,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
517188,The Prime of Miss Jean Brodie,Muriel Spark,"Spark, Muriel",,60931736,9.78006E+12,0,3.76,Harper Perennial,Paperback,150,1999,1961,,1/3/2015,,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
50365,"A Suitable Boy (A Suitable Boy, #1)",Vikram Seth,"Seth, Vikram",,60786523,9.78006E+12,0,4.1,Harper Perennial Modern Classics,Paperback,1474,2005,1993,,1/3/2015,,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,60512806,9.78006E+12,0,4.25,Avon,Paperback,1139,2002,1999,,1/3/2015,,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,60786507,9.78006E+12,0,4.03,Harper Perennial Modern Classics,Hardcover,546,2005,1998,,1/3/2015,,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,7230206,9.78001E+12,0,3.85,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,1/3/2015,,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
2573867,"A Darker Domain (Inspector Karen Pirie, #2)",Val McDermid,"McDermid, Val",,7243294,9.78001E+12,0,3.87,HarperCollins Publishers,Hardcover,371,2008,2008,,1/3/2015,,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
101094,The Famished Road,Ben Okri,"Okri, Ben",,385425139,9.78039E+12,0,3.73,Anchor Books,Paperback,512,1993,1991,,1/3/2015,,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,038549081X,9.78039E+12,0,4.07,Anchor Books,Paperback,331,1998,1985,,1/3/2015,,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard Adams,"Adams, Richard",,038039586X,9.78038E+12,0,4.06,Avon Books,Mass Market Paperback,478,1975,1972,,1/3/2015,,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,385334206,9.78039E+12,0,4.08,Dell Publishing,Paperback,303,1999,1973,,1/3/2015,,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
2932,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel","Gerald McCann, Virginia Woolf",375757325,9.78038E+12,0,3.66,Modern Library,Paperback,320,2001,1719,,1/3/2015,,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
6138,The Moonstone,Wilkie Collins,"Collins, Wilkie",Carolyn G. Heilbrun,375757856,9.78038E+12,0,3.9,Modern Library,Paperback,528,2001,1868,,1/3/2015,,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,375759239,9.78038E+12,0,3.8,Modern Library,Paperback,192,2002,1898,,1/3/2015,,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
110090,True History of the Kelly Gang,Peter Carey,"Carey, Peter",,375724672,9.78038E+12,0,3.8,Vintage,Paperback,384,2001,2000,,1/3/2015,,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,375751513,9.78038E+12,0,4.06,Random House: Modern Library,Paperback,254,1998,1890,,1/3/2015,,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
4934,The Brothers Karamazov,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Richard Pevear, Larissa Volokhonsky",374528373,9.78037E+12,0,4.31,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,1/3/2015,,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,"Mahfouz, Naguib",,375413316,9.78038E+12,0,4.45,Everyman's Library,Hardcover,1313,2001,1957,,1/3/2015,,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
63033,The Savage Detectives,Roberto Bolaño,"Bolaño, Roberto",Natasha Wimmer,374191484,9.78037E+12,0,4.09,"Farrar, Straus and Giroux",Hardcover,577,2007,1998,,1/3/2015,,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
1617,Night (The Night Trilogy #1),Elie Wiesel,"Wiesel, Elie",Marion Wiesel,374500010,9.78037E+12,0,4.3,Hill and Wang,Paperback,120,2006,1958,,1/3/2015,,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
31181,Breathing Lessons,Anne Tyler,"Tyler, Anne",,345485599,9.78035E+12,0,3.66,Ballantine Books,Paperback,350,2006,1988,,1/3/2015,,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Louise Maude, Aylmer Maude",345803922,9.78035E+12,0,4.02,Vintage,Paperback,964,2012,1878,,1/3/2015,,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
234225,Dune (Dune Chronicles #1),Frank Herbert,"Herbert, Frank",,340839937,9.78034E+12,0,4.2,Hodder & Stoughton,Paperback,604,2006,1965,,1/3/2015,,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
11761,Underworld,Don DeLillo,"DeLillo, Don",,330369954,9.78033E+12,0,3.92,Picador,Paperback,827,1999,1997,,1/3/2015,,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
5845,A Bend in the River,V.S. Naipaul,"Naipaul, V.S.",,330487140,9.78033E+12,0,3.77,Picador USA,Paperback,326,2002,1979,,1/3/2015,,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
3160464,"All the Colours of Darkness (Inspector Banks, #18)",Peter Robinson,"Robinson, Peter",,034083692X,9.78034E+12,0,3.92,Hodder & Stoughton,,,,2008,,1/3/2015,,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
30933,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,"Waugh, Evelyn",,316926345,9.78032E+12,0,3.99,Back Bay Books,Paperback,351,1982,1945,,1/3/2015,,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
368772,The Caine Mutiny,Herman Wouk,"Wouk, Herman",,316955108,9.78032E+12,0,4.23,Back Bay Books,Paperback,560,1992,1951,,1/3/2015,,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
527756,The Man Without Qualities,Robert Musil,"Musil, Robert","Burton Pike, Sophie Wilkins",330349422,9.78033E+12,0,4.25,Alfred A. Knopf,Hardcover,1774,1995,1930,,1/3/2015,,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,316323705,9.78032E+12,0,4.21,"Little, Brown and Company",ebook,449,2013,1938,,1/3/2015,,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,316769177,9.78032E+12,0,3.79,Back Bay Books,Paperback,277,2001,1951,,1/3/2015,,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
49041,"New Moon (Twilight, #2)",Stephenie Meyer,"Meyer, Stephenie",,316160199,9.78032E+12,0,3.52,"Little, Brown and Company",Hardcover,563,2006,2006,,1/3/2015,,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
428263,"Eclipse (Twilight, #3)",Stephenie Meyer,"Meyer, Stephenie",,316160202,9.78032E+12,0,3.69,"Little, Brown and Company",Hardcover,629,2007,2007,,1/3/2015,,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,316166685,9.78032E+12,0,3.78,"Little, Brown and Company",Mass Market Paperback,328,2006,2002,,1/3/2015,,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
552894,"7th Heaven (Women's Murder Club, #7)",James Patterson,"Patterson, James",Maxine Paetro,316017701,9.78032E+12,0,4.06,"Little, Brown and Company",Hardcover,376,2008,2008,,1/3/2015,,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
4102763,Paths of Glory,Jeffrey Archer,"Archer, Jeffrey",,312539517,9.78031E+12,0,3.88,St. Martin's Press,Hardcover,384,2009,2009,,1/3/2015,,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
41865,"Twilight (Twilight, #1)",Stephenie Meyer,"Meyer, Stephenie",,316015849,9.78032E+12,0,3.57,"Little, Brown and Company",Paperback,498,2006,2005,,1/3/2015,,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
70241,Crash,J.G. Ballard,"Ballard, J.G.",,312420331,9.78031E+12,0,3.58,Picador,Paperback,224,2001,1973,,1/3/2015,,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,312422156,9.78031E+12,0,3.98,Picador,Paperback,529,2002,2002,,1/3/2015,,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,031242440X,9.78031E+12,0,3.84,Picador,Paperback,247,2006,2004,,1/3/2015,,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,307265439,9.78031E+12,0,3.95,Knopf,Hardcover,241,2006,2006,,1/3/2015,,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
16634,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann","Richard Winston, Clara Winston, Theodore Ziolkowski",312278497,9.78031E+12,0,4.11,Picador,Paperback,558,2002,1943,,1/3/2015,,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Malcolm Bowie, Margaret Mauldon, Mark Overstall",192840398,9.78019E+12,0,3.65,Oxford University Press,Paperback,329,2004,1856,,1/3/2015,,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
16113,"A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time, #1-3)",Anthony Powell,"Powell, Anthony",,226677141,9.78023E+12,0,3.94,University Of Chicago Press,Paperback,718,1995,1951,,1/3/2015,,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
3143478,Notes on Blood Meridian,John Sepich,"Sepich, John",,292718217,9.78029E+12,0,4.07,University of Texas Press,Paperback,216,2008,2008,,1/3/2015,,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles",,192833596,9.78019E+12,0,3.75,Oxford University Press,Paperback,505,1998,1860,,1/3/2015,,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude",192833987,9.78019E+12,0,4.11,Oxford University Press,Paperback,1392,1998,1868,,1/3/2015,,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,156030306,9.78016E+12,0,4.07,Mariner Books,Paperback,311,2005,1966,,1/3/2015,,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,156453800,9.78016E+12,0,4.19,Harcourt Brace Jovanovich,Paperback,165,1974,1972,,1/3/2015,,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
2156,Persuasion,Jane Austen,"Austen, Jane","James Kinsley, Deidre Shauna Lynch",192802631,9.78019E+12,0,4.13,Oxford University Press,Paperback,249,2004,1817,,1/3/2015,,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",David McDuff,143058142,9.78014E+12,0,4.19,Penguin,Paperback,671,2002,1866,,1/3/2015,,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,151009988,9.78015E+12,0,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1923,,1/3/2015,,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
92780,Cold Comfort Farm,Stella Gibbons,"Gibbons, Stella","Lynne Truss, Roz Chast",143039598,9.78014E+12,0,3.92,Penguin Classics,Paperback,233,2006,1932,,1/3/2015,,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
415,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas","Andrés Ibáñez, Antoni Pigrau",143039946,9.78014E+12,0,4.03,Penguin Books,Paperback,776,2006,1973,,1/3/2015,,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye",143039563,9.78014E+12,0,3.9,Penguin Classics,Paperback,225,2006,1876,,1/3/2015,,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
11908,The Adventures of Augie March,Saul Bellow,"Bellow, Saul",Christopher Hitchens,143039571,9.78014E+12,0,3.85,Penguin Classics,Paperback,586,2006,1953,,1/3/2015,,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
5659,The Wind in the Willows,Kenneth Grahame,"Grahame, Kenneth",Gillian Avery,143039091,9.78014E+12,0,3.98,Penguin Books,Paperback,256,2005,1908,,1/3/2015,,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,143036378,9.78014E+12,0,3.83,Penguin Books,Paperback,220,2005,1999,,1/3/2015,,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne",143037617,9.78014E+12,0,4,Penguin Books,Paperback,1017,2006,1853,,1/3/2015,,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Thomas E. Connolly, Nina Baym",142437263,9.78014E+12,0,3.37,Penguin Books,Paperback,238,2003,1850,,1/3/2015,,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","John Seelye, Guy Cardwell",142437174,9.78014E+12,0,3.8,Penguin Classics,Paperback,327,2002,1884,,1/3/2015,,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,142437204,9.78014E+12,0,4.1,Penguin,Paperback,507,,1847,,1/3/2015,,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford",142437239,9.78014E+12,0,3.86,Penguin Classics,Paperback,1023,2003,1605,,1/3/2015,,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
28369,Zazie in the Metro,Raymond Queneau,"Queneau, Raymond","Barbara Wright, Gilbert Adair",142180041,9.78014E+12,0,3.73,Penguin Books Ltd,Paperback,157,2001,1959,,1/3/2015,,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
7042,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki",Royall Tyler,014243714X,9.78014E+12,0,3.71,Penguin,Paperback,1182,2003,1008,,1/3/2015,,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,142000671,9.78014E+12,0,3.84,Penguin,Paperback,112,2002,1937,,1/3/2015,,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
31250,Little Dorrit,Charles Dickens,"Dickens, Charles","Helen Small, Stephen Wall",141439963,9.78014E+12,0,3.97,Penguin Classics,Paperback,985,2003,1855,,1/3/2015,,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
182381,Cranford,Elizabeth Gaskell,"Gaskell, Elizabeth",,141439882,9.78014E+12,0,3.85,Penguin Classics,Paperback,257,2005,1853,,1/3/2015,,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
18254,Oliver Twist,Charles Dickens,"Dickens, Charles","George Cruikshank, Philip Horne",141439742,9.78014E+12,0,3.85,Penguin Books,Paperback,608,2003,1838,,1/3/2015,,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
76527,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,"Sterne, Laurence",Melvyn New,141439777,9.78014E+12,0,3.74,Penguin,Paperback,784,2003,1767,,1/3/2015,,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles","Richard Maxwell, Hablot Knight Browne",141439602,9.78014E+12,0,3.82,Penguin,Paperback,489,2003,1859,,1/3/2015,,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,141439610,9.78014E+12,0,3.98,Penguin Classics,Paperback,672,2003,1859,,1/3/2015,,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
31463,Far from the Madding Crowd,Thomas Hardy,"Hardy, Thomas","Rosemarie Morgan, Shannon Russell",141439653,9.78014E+12,0,3.92,Penguin Books,Paperback,433,2003,1874,,1/3/2015,,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,141439580,9.78014E+12,0,3.99,Penguin Books,Paperback,474,2003,1815,,1/3/2015,,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
32261,Tess of the D'Urbervilles,Thomas Hardy,"Hardy, Thomas","Tim Dolin, Margaret R. Higonnet",141439599,9.78014E+12,0,3.77,Penguin Classics,Paperback,518,2003,1891,,1/3/2015,,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Percy Bysshe Shelley, Maurice Hindle",141439475,9.78014E+12,0,3.76,Penguin,Paperback,273,2003,1818,,1/3/2015,,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,141439491,9.78014E+12,0,3.56,Penguin Classics,Paperback,306,2003,1726,,1/3/2015,,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
17143,Go Tell It on the Mountain,James     Baldwin,"Baldwin, James",,141185910,9.78014E+12,0,4,Penguin,Paperback,256,2001,1953,,1/3/2015,,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
30919,Scoop,Evelyn Waugh,"Waugh, Evelyn",,141187492,9.78014E+12,0,3.87,Penguin Books UK,Paperback,222,2003,1937,,1/3/2015,,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
174216,The Home and the World,Rabindranath Tagore,"Tagore, Rabindranath","Surendranath Tagore, Sourindro Mohun Tagore, William Radice, Anita Desai",140449868,9.78014E+12,0,3.81,Penguin Classics,Paperback,213,2005,1916,,1/3/2015,,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,141185260,9.78014E+12,0,4.19,Penguin Books Ltd,Paperback,246,2000,1962,,1/3/2015,,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
14662,The Red and the Black,Stendhal,"Stendhal, Stendhal",Roger Gard,140447644,9.78014E+12,0,3.87,Penguin,Paperback,608,2002,1830,,1/3/2015,,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,140449264,9.78014E+12,0,4.22,Penguin Classics,Paperback,1276,2003,1844,,1/3/2015,,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
99329,"The History of Tom Jones, a Foundling",Henry Fielding,"Fielding, Henry","Thomas Keymer, Alice Wakely",140436227,9.78014E+12,0,3.73,Penguin Books,Paperback,975,2005,1749,,1/3/2015,,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
58696,David Copperfield,Charles Dickens,"Dickens, Charles",Jeremy Tambling,140439447,9.78014E+12,0,3.96,Penguin,Paperback,882,2004,1849,,1/3/2015,,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
11494,Humboldt's Gift,Saul Bellow,"Bellow, Saul",,140189440,9.78014E+12,0,3.86,Penguin Classics,Paperback,487,1996,1975,,1/3/2015,,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
227443,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,"Fielding, Helen",,014028009X,9.78014E+12,0,3.75,Penguin Books,Paperback,288,1999,1996,,1/3/2015,,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
88442,Austerlitz,W.G. Sebald,"Sebald, W.G.",Anthea Bell,140297995,9.78014E+12,0,4.04,Penguin Books Ltd,Paperback,415,2002,2001,,1/3/2015,,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
794779,Le Grand Meaulnes,Alain-Fournier,"Alain-Fournier, Alain-Fournier",Frank Davison,140182829,9.78014E+12,0,3.77,Penguin Classics,Paperback,206,1994,1913,,1/3/2015,,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
395182,Lucky Jim,Kingsley Amis,"Amis, Kingsley",David Lodge,140186301,9.78014E+12,0,3.79,Penguin Classics,Paperback,251,1993,1954,,1/3/2015,,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
18830,London Fields,Martin Amis,"Amis, Martin",,99748614,9.7801E+12,0,3.75,Vintage,Paperback,526,2003,1989,,1/3/2015,,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
11650,"American Pastoral (The American Trilogy, #1)",Philip Roth,"Roth, Philip",,99771810,9.7801E+12,0,3.91,Vintage,Paperback,432,1998,1997,,1/3/2015,,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
35743,The Tin Drum,Günter Grass,"Grass, Günter",,99483505,9.7801E+12,0,3.96,Vintage,Paperback,567,2005,1959,,1/3/2015,,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
14836,Midnight's Children,Salman Rushdie,"Rushdie, Salman",,99578514,9.7801E+12,0,3.99,Vintage,Paperback,647,1995,1981,,1/3/2015,,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,99408392,9.7801E+12,0,4.22,Red Fox,Paperback,37,2000,1963,,1/3/2015,,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
414824,Staying On,Paul Scott,"Scott, Paul",,99443198,9.7801E+12,0,3.9,Arrow,Paperback,256,1999,1977,,1/3/2015,,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
