Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Date Started,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13542990,"Marbles: Mania, Depression, Michelangelo, and Me",Ellen Forney,"Forney, Ellen",,1592407323,9.78159E+12,0,3.96,Avery,Paperback,256,2012,2012,,10/28/2017,,to-read,to-read (#333),to-read,,,,0,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,60530928,9.78006E+12,0,4.12,HarperCollins,Hardcover,312,2008,2008,,10/6/2017,,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
6219133,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,,,0,4.3,Spectra,Kindle Edition,752,2006,2006,,4/3/2016,,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,374275637,9.78037E+12,0,4.09,"Farrar, Straus and Giroux",Hardcover,418,2011,2011,,9/11/2017,,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
30962053,The Idiot,Elif Batuman,"Batuman, Elif",,1594205612,9.78159E+12,0,3.57,Penguin Press,Hardcover,423,2017,2017,,9/10/2017,,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,735212171,9.78074E+12,0,3.82,Riverhead,Hardcover,240,2017,2017,,9/10/2017,,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
32497573,Everyone's a Aliebn When Ur a Aliebn Too: A Book,Jomny Sun,"Sun, Jomny",,006256904X,9.78006E+12,0,3.92,Harper Perennial,ebook,256,2017,2017,,8/25/2017,,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
18114260,Show and Tell: How Everybody Can Make Extraordinary Presentations,Dan Roam,"Roam, Dan",,1591846854,9.78159E+12,0,4.06,Portfolio,Hardcover,272,2014,2014,,8/7/2017,,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
32446949,The Punch Escrow,Tal M. Klein,"Klein, Tal M.",,1942645589,9.78194E+12,0,3.69,Geek & Sundry,Paperback,319,2017,2017,,7/28/2017,,to-read,to-read (#326),to-read,,,,0,,,0,,,,,
22090434,"The Incorruptibles (The Incorruptibles, #1)",John Hornor Jacobs,"Jacobs, John Hornor",,057512332X,9.78058E+12,0,3.81,Gollancz,Paperback,306,2014,2014,,7/25/2017,,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
23014701,The Casualties,Nick Holdstock,"Holdstock, Nick",,1250059518,9.78125E+12,0,3.09,Thomas Dunne Books,Hardcover,288,2015,2015,,7/12/2017,,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,61120065,9.78006E+12,0,3.87,Harper Perennial Modern Classics,Paperback,237,2006,1937,,7/5/2017,,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
31716900,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,8152292,9.78001E+12,0,4.32,Harper Voyager,Hardcover,500,2017,2017,,6/30/2017,,to-read,to-read (#322),to-read,,,,0,,,0,,,,,
12749,"Swann's Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel","Simon Vance, Lydia Davis",142437964,9.78014E+12,0,4.14,Penguin Classics,Paperback,468,2004,1913,,6/26/2017,,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
18713259,Worm,Wildbow,"Wildbow, Wildbow",,,,0,4.67,http://parahumans.wordpress.com,ebook,6680,2013,2011,,6/20/2017,,to-read,to-read (#320),to-read,,,,0,,,0,,,,,
21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",Tony Goldwyn,739303406,9.78074E+12,0,3.99,Random House Audio Publishing Group,Audio Cassette,447,2003,2003,,6/20/2017,,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
5883777,The Holy Bible: English Standard Version,Anonymous,"Anonymous, Anonymous",,,,0,4.66,Good News Publishers/Crossway Books,Kindle Edition,1326,2007,2001,,6/18/2017,,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
12716674,Avesta: The Religious Books of the Parsees,Arthur Henry Bleeck,"Bleeck, Arthur Henry",,1169834299,9.78117E+12,0,3.83,Kessinger Publishing,Hardcover,536,2011,2011,,6/18/2017,,to-read,to-read (#317),to-read,,,,0,,,0,,,,,
11059339,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich",Helen Zimmern,,,0,4.01,,Kindle Edition,152,2011,1886,,1/22/2016,,"on-hold, to-read","on-hold (#3), to-read (#316)",to-read,,,,0,,,0,,,,,
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,1401207928,9.7814E+12,0,4.25,Vertigo,Hardcover,296,2005,1990,,5/11/2015,,"on-hold, to-read","on-hold (#1), to-read (#315)",to-read,,,,0,,,0,,,,,
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,,,0,4.26,Hidden Gnome Publishing,Kindle Edition,264,2016,2016,,6/12/2017,,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,440498058,9.78044E+12,0,4.04,Yearling Books,Paperback,211,1973,1962,,6/8/2017,,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,158049580X,9.78158E+12,0,4.17,Prestwick House Inc.,Paperback,76,2005,1895,,6/8/2017,,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,684833395,9.78068E+12,0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,1/3/2015,,"to-read, to-read-high-priority","to-read (#61), to-read-high-priority (#9)",to-read,,,,0,,,0,,,,,
436806,Story of the Eye,Georges Bataille,"Bataille, Georges","Joachim Neugroschel, Dovid Bergelson",872862097,9.78087E+12,0,3.71,City Lights Publishers,Paperback,103,2001,1928,,6/6/2017,,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,385352107,9.78039E+12,0,3.82,Knopf Publishing Group,Hardcover,386,2014,2013,,6/5/2017,,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
143004,If on a Winter's Night a Traveller,Italo Calvino,"Calvino, Italo",William Weaver,99430894,9.7801E+12,0,4.08,Vintage Classics,Paperback,260,1998,1979,,1/3/2015,,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
262151,Socrates In Love,Kyōichi Katayama,"Katayama, Kyōichi",,1421501546,9.78142E+12,0,3.63,VIZ Media LLC,Hardcover,208,2005,2001,,5/22/2017,,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,439709105,9.78044E+12,0,3.86,Scholastic Paperbacks,Paperback,548,2005,2003,,5/20/2017,,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,786817879,9.78079E+12,0,3.82,Miramax,Paperback,316,2003,2001,,5/20/2017,,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,038560310X,9.78039E+12,0,4.13,Random House,Paperback,705,2000,2000,,5/17/2017,,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
31138556,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,0,4.32,Harper,Kindle Edition,450,2017,2015,,5/9/2017,,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"Gaiman, Neil",,60515228,9.78006E+12,0,4.01,William Morrow,Hardcover,360,2006,2006,,5/2/2017,,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
172741,City at the End of Time,Greg Bear,"Bear, Greg",,345448391,9.78035E+12,0,3.14,Del Rey,Hardcover,476,2008,2008,,4/4/2017,,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,1619634449,9.78162E+12,0,4.28,Bloomsbury USA Childrens,Hardcover,416,2015,2015,,3/31/2017,,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,316921173,9.78032E+12,0,4.31,Back Bay Books,Paperback,1088,2005,1996,,10/2/2013,,"on-hold, to-read","on-hold (#2), to-read (#301)",to-read,,,,0,,,0,,,,,
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,014303653X,9.78014E+12,0,4.15,Penguin Books,Paperback,184,2005,1985,,3/29/2017,,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
13638125,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,765335344,9.78077E+12,0,4.26,Tor,Hardcover,368,2013,2013,,3/27/2017,,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
6437061,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",N.K. Jemisin,"Jemisin, N.K.",,316043915,9.78032E+12,0,3.81,Hachette Book Group Orbit,Paperback,427,2010,2010,,3/27/2017,,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,465026567,9.78047E+12,0,4.29,Basic Books,Paperback,822,1999,1979,,3/26/2017,,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
8621462,A Monster Calls,Patrick Ness,"Ness, Patrick","Jim Kay, Siobhan Dowd",1406311529,9.78141E+12,0,4.37,Walker Books,Hardcover,216,2011,2011,,3/24/2017,,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,1442408928,9.78144E+12,0,4.34,Simon  Schuster Books for Young Readers,Hardcover,359,2012,2012,,3/24/2017,,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
208288,On Formally Undecidable Propositions of Principia Mathematica and Related Systems,Kurt Gödel,"Gödel, Kurt",Bernard Meltzer,486669807,9.78049E+12,0,4.48,Dover Publications,Paperback,80,1992,1992,,3/20/2017,,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
13501210,The Paper Menagerie,Ken Liu,"Liu, Ken",,,,0,4.37,The Magazine of Fantasy & Science Fiction,ebook,15,2011,2011,,3/6/2017,,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
3175019,"The Incomplete Universe: Totality, Knowledge, And Truth",Patrick Grim,"Grim, Patrick",,262071347,9.78026E+12,0,4.33,MIT Press (MA),Hardcover,165,1991,1991,,3/3/2017,,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
11342787,Learning Deep Architectures for AI,Yoshua Bengio,"Bengio, Yoshua",,1601982941,9.7816E+12,0,4.09,Now Publishers,Paperback,144,2009,2009,,1/9/2017,,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
18966806,"Morning Star (Red Rising, #3)",Pierce Brown,"Brown, Pierce",,345539842,9.78035E+12,0,4.5,Del Rey,Hardcover,524,2016,2016,,12/25/2016,,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
23705532,Fragments of Horror,Junji Ito,"Ito, Junji",,1421580799,9.78142E+12,0,4.02,VIZ Media LLC,Hardcover,224,2015,2014,,12/23/2016,,to-read,to-read (#289),to-read,,,,0,,,0,,,,,
25986827,Milk and Honey,Rupi Kaur,"Kaur, Rupi",,144947425X,9.78145E+12,0,4.23,Andrews McMeel,Paperback,208,2015,2014,,12/23/2016,,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
6739968,Why Our Decisions Don't Matter,Simon Van Booy,"Booy, Simon Van",,61845558,9.78006E+12,0,3.41,Harper Perennial,Paperback,208,2010,2010,,12/23/2016,,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
12448,"Look Homeward, Angel",Thomas Wolfe,"Wolfe, Thomas",,743297318,9.78074E+12,0,3.94,Scribner,Paperback,644,2006,1929,,11/26/2016,,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,316229296,9.78032E+12,0,4.31,Orbit,Paperback,468,2015,2015,,12/5/2016,,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
431,The New York Trilogy,Paul Auster,"Auster, Paul",Art Spiegelman,143039830,9.78014E+12,0,3.92,Penguin Classics,Paperback,308,2006,1987,,11/5/2016,,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,765326353,9.78077E+12,0,4.64,Tor Books,Hardcover,1007,2010,2010,,1/23/2015,,"to-read, to-read-high-priority","to-read (#228), to-read-high-priority (#7)",to-read,,,,0,,,0,,,,,
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,143034901,9.78014E+12,0,4.25,Penguin Books,Paperback,487,2005,2001,,4/27/2015,,"to-read, to-read-high-priority","to-read (#242), to-read-high-priority (#8)",to-read,,,,0,,,0,,,,,
154060,A Mathematician's Apology,G.H. Hardy,"Hardy, G.H.",,521427061,9.78052E+12,0,3.92,Cambridge University Press,Paperback,153,1992,1940,,1/15/2015,,"to-read, to-read-high-priority","to-read (#223), to-read-high-priority (#6)",to-read,,,,0,,,0,,,,,
5907,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",,618260307,9.78062E+12,0,4.25,Houghton Mifflin,Paperback,366,2002,1937,,1/3/2015,,"to-read, to-read-high-priority","to-read (#44), to-read-high-priority (#4)",to-read,,,,0,,,0,,,,,
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,618640150,9.78062E+12,0,4.48,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,1/3/2015,,"to-read, to-read-high-priority","to-read (#45), to-read-high-priority (#5)",to-read,,,,0,,,0,,,,,
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,393327345,9.78039E+12,0,4.2,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,1/3/2015,,"to-read, to-read-high-priority","to-read (#19), to-read-high-priority (#3)",to-read,,,,0,,,0,,,,,
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto","William Weaver, Seán Barrett",156001314,9.78016E+12,0,4.11,Harvest Books,Paperback,536,1994,1980,,1/3/2015,,"to-read, to-read-high-priority","to-read (#162), to-read-high-priority (#2)",to-read,,,,0,,,0,,,,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,142000655,9.78014E+12,0,4.35,Penguin Books,Paperback,601,2002,1952,,1/3/2015,,"to-read, to-read-high-priority","to-read (#145), to-read-high-priority (#1)",to-read,,,,0,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław",,,,0,3.98,Harcourt,Paperback,204,2002,1961,,10/30/2016,,to-read,to-read (#283),to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,739467352,9.78074E+12,0,4,W.W. Norton & Company,Paperback,425,2005,1997,,10/7/2016,,to-read,to-read (#282),to-read,,,,0,,,0,,,,,
31538635,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",J.K. Rowling,"Rowling, J.K.",MinaLima,1781106282,9.78178E+12,0,4.23,Pottermore Limited,ebook,71,2016,2016,,9/3/2016,,to-read,to-read (#281),to-read,,,,0,,,0,,,,,
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,765312182,9.78077E+12,0,3.99,Tor Books,Hardcover,384,2006,2006,,5/27/2016,,to-read,to-read (#280),to-read,,,,0,,,0,,,,,
112292,"Dauntless (The Lost Fleet, #1)",Jack Campbell,"Campbell, Jack",,441014186,9.78044E+12,0,3.94,Penguin,Mass Market Paperback,304,2006,2006,,5/13/2016,,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
29908112,Cumulus,Eliot Peper,"Peper, Eliot",,,,0,3.62,,Kindle Edition,216,2016,2016,,5/5/2016,,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
826845,The Chrysalids,John Wyndham,"Wyndham, John",,140013083,9.78014E+12,0,3.92,Penguin Books,Mass Market Paperback,200,1977,1955,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#276), to-read-sci-fi (#8)",to-read,,,,0,,,0,,,,,
13227839,The Invisibles,Grant Morrison,"Morrison, Grant",,1401234593,9.7814E+12,0,4.38,Vertigo (DC Comics),Hardcover,1536,2012,2000,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#275), to-read-sci-fi (#7)",to-read,,,,0,,,0,,,,,
18839,Orlando,Virginia Woolf,"Woolf, Virginia",,141184272,9.78014E+12,0,3.86,Penguin Classics,Paperback,228,2000,1928,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#274), to-read-sci-fi (#6)",to-read,,,,0,,,0,,,,,
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,374104093,9.78037E+12,0,3.64,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#273), to-read-sci-fi (#5)",to-read,,,,0,,,0,,,,,
16077613,The Silent History,Eli Horowitz,"Horowitz, Eli","Kevin Moffett, Matthew Derby",,,0,3.6,YING HOROWITZ & QUINN LLC,ebook,,2012,2012,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#272), to-read-sci-fi (#4)",to-read,,,,0,,,0,,,,,
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,385721676,9.78039E+12,0,4,Anchor Books,Paperback,400,2004,2003,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#271), to-read-sci-fi (#3)",to-read,,,,0,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,679879242,9.78068E+12,0,3.94,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#270), to-read-sci-fi (#2)",to-read,,,,0,,,0,,,,,
15790842,Life After Life,Kate Atkinson,"Atkinson, Kate",,316176486,9.78032E+12,0,3.74,Reagan Arthur Books,Hardcover,531,2013,2013,,3/16/2016,,"to-read, to-read-sci-fi","to-read (#269), to-read-sci-fi (#1)",to-read,,,,0,,,0,,,,,
6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,1423118235,9.78142E+12,0,4.2,Hyperion Books,Hardcover,506,2009,2009,,2/29/2016,,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
7139892,"Under Heaven (Under Heaven, #1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,7342012,9.78001E+12,0,4.13,HarperVoyager,Hardcover,573,2010,2010,,2/7/2016,,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
104089,Tigana,Guy Gavriel Kay,"Kay, Guy Gavriel",,451457765,9.78045E+12,0,4.12,Roc,Paperback,676,1999,1990,,2/7/2016,,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
19506,"The World as Will and Representation, Vol 1",Arthur Schopenhauer,"Schopenhauer, Arthur",E.F.J. Payne,486217612,9.78049E+12,0,4.16,Dover Publications,Paperback,534,1966,1818,,1/22/2016,,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
119561,The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,"Foucault, Michel",,679753354,9.78068E+12,0,4.12,Vintage,Paperback,416,1994,1966,,1/22/2016,,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
85326,Of Grammatology,Jacques Derrida,"Derrida, Jacques",Gayatri Chakravorty Spivak,801858305,9.7808E+12,0,3.94,Johns Hopkins University Press,Paperback,456,1997,1967,,1/22/2016,,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
92307,Being and Time,Martin Heidegger,"Heidegger, Martin",,60638508,9.78006E+12,0,4,Harper & Row (NYC/Evanston),Hardcover,589,1962,1927,,1/22/2016,,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
117249,Introductory Lectures on Aesthetics,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","Bernard Bosanquet, Michael Inwood",014043335X,9.78014E+12,0,3.88,Penguin Books Ltd,Paperback,240,2004,1835,,1/22/2016,,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
9454,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","A.V. Miller, John Niemeyer Findlay",198245971,9.7802E+12,0,3.91,Oxford University Press,Paperback,640,1976,1807,,1/22/2016,,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
24970,Either/Or: A Fragment of Life,Søren Kierkegaard,"Kierkegaard, Søren","Victor Eremita, Alastair Hannay",140445773,9.78014E+12,0,4.17,Penguin Classics,Paperback,640,1992,1843,,1/22/2016,,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
130119,An Enquiry Concerning Human Understanding,David Hume,"Hume, David",,1420926993,9.78142E+12,0,3.91,Digireads.com,Paperback,96,2006,1748,,1/22/2016,,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood",521657296,9.78052E+12,0,3.92,Cambridge University Press,Paperback,796,1999,1781,,1/22/2016,,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,1590302257,9.78159E+12,0,3.96,Shambhala,Paperback,273,2005,-500,,1/22/2016,,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Diskin Clay",140449337,9.78014E+12,0,4.2,Penguin Books,Paperback,304,2006,180,,1/22/2016,,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,140449140,9.78014E+12,0,3.91,Penguin Classics,Paperback,416,2003,-380,,1/22/2016,,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
31886,Introduction to Mathematical Philosophy,Bertrand Russell,"Russell, Bertrand",,486277240,9.78049E+12,0,4.05,Dover Publications,Paperback,224,1993,1918,,1/22/2016,,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,"Russell, Bertrand",Paul  Edwards,671203231,9.78067E+12,0,4.02,Touchstone,Paperback,266,1967,1927,,1/22/2016,,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
34908,"Here, There Be Dragons (Chronicles of the Imaginarium Geographica, #1)",James A. Owen,"Owen, James A.",,1416912274,9.78142E+12,0,3.86,Simon & Schuster Books for Young Readers,Hardcover,326,2006,2006,,12/20/2015,,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
22522808,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,62330268,9.78006E+12,0,3.93,William Morrow,Hardcover,310,2015,2015,,12/16/2015,,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
21846804,"Into The Abyss (Demons of Astlan, #1)",J.L. Langland,"Langland, J.L.",,,,0,4.26,Council of Wizardry,Kindle Edition,522,2014,2014,,12/4/2015,,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
18214414,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,316206873,9.78032E+12,0,4.04,Mulholland Books,Hardcover,455,2014,2014,,6/12/2015,,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
10357575,1Q84,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel",307593312,9.78031E+12,0,3.89,Knopf,Hardcover,925,2011,2009,,6/10/2015,,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
825484,The Book of Signs,Rudolf Koch,"Koch, Rudolf",,486201627,9.78049E+12,0,3.87,Dover Publications,Paperback,112,1955,1926,,5/15/2015,,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
15195,"The Complete Maus (Maus, #1-2)",Art Spiegelman,"Spiegelman, Art",,141014083,9.78014E+12,0,4.53,Penguin Books,Paperback,296,2003,1986,,5/11/2015,,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
4345290,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,980003431,9.78098E+12,0,4.15,Aspirations Media Inc,Paperback,296,2008,2008,,4/30/2015,,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,375831002,9.78038E+12,0,4.36,Knopf Books for Young Readers,Hardcover,552,2006,2005,,4/29/2015,,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,679720227,9.78068E+12,0,4.05,Vintage,Paperback,147,1991,1956,,4/27/2015,,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
816440,War with the Newts,Karel Čapek,"Čapek, Karel",Ewald Osers,945774109,9.78095E+12,0,4.16,Catbird Press,Paperback,241,1990,1935,,4/27/2015,,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
7506178,Alice's Adventures in Wonderland,Jamison Odone,"Odone, Jamison",,1935557610,9.78194E+12,0,3.82,PublishingWorks,Hardcover,188,2010,,,1/3/2015,,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
18090492,The C++ Programming Language,Bjarne Stroustrup,"Stroustrup, Bjarne",,321958322,9.78032E+12,0,4.04,Addison-Wesley Professional,Hardcover,1346,2013,1986,,4/1/2015,,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,6480098,9.78001E+12,0,4.14,Voyager,Mass Market Paperback,460,1996,1995,,3/31/2015,,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
86147,"Bright Lights, Big City",Jay McInerney,"McInerney, Jay",,394726413,9.78039E+12,0,3.74,Vintage,Paperback,208,1984,1984,,3/30/2015,,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
8264822,Alan Wake,Rick Burroughs,"Burroughs, Rick",,765328437,9.78077E+12,0,3.8,Tor Books,Paperback,320,2010,2010,,3/3/2015,,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
1427,The Zahir,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,60832819,9.78006E+12,0,3.56,Harper Perennial,Paperback,336,2006,2005,,2/27/2015,,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
4005,The Fifth Mountain,Paulo Coelho,"Coelho, Paulo",,722536542,9.78072E+12,0,3.61,,,245,,1996,,2/27/2015,,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
